"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Solyc00g500063.1",2580.00557186705,0.953245239580648,0.305463552697659,3.12065132210437,0.00180451558576388,0.0148954559261237
"Solyc01g005010.4",487.200690107385,-1.20184343961773,0.408519146129982,-2.941951316121,0.0032615119754588,0.0239793754956809
"Solyc01g005080.3",1861.53119519197,-0.456652395450441,0.159073562208244,-2.8706994997235,0.00409564664663671,0.0287262091160306
"Solyc01g005300.4",1551.41398207947,1.1049311062411,0.316134585389976,3.49512883849164,0.000473832969568989,0.00498588511484665
"Solyc01g005340.3",540.376944106274,0.564267429314504,0.16998004494527,3.31960983712051,0.000901433358939827,0.00842729976748893
"Solyc01g005410.4",1181.71130130374,1.93314955792125,0.392965596670305,4.91938626256676,8.68159974034516e-07,2.14257555539753e-05
"Solyc01g005430.3",620.047508854816,0.783173298164184,0.188308010364298,4.15900150317062,3.19641796291303e-05,0.000502933864605059
"Solyc01g005530.3",253.208115708729,0.39747030456833,0.113171728511208,3.51209891195546,0.000444582502798663,0.00472137852321903
"Solyc01g005550.3",2832.46931248093,-1.19199271683382,0.16967521220744,-7.0251435158161,2.1384632607778e-12,1.7786790602622e-10
"Solyc01g005560.3",5472.46183216402,1.28742467614299,0.171017944768074,7.52800928515967,5.15197292361678e-14,6.06874561899767e-12
"Solyc01g005640.4",553.05977883375,0.751353717550821,0.125917345724255,5.9670390384197,2.41597621583873e-09,1.05933508441766e-07
"Solyc01g005700.3",456.071140637701,0.339045350001958,0.0957724289873249,3.54011434801167,0.000399953700146951,0.00433621444457829
"Solyc01g005720.3",801.375789089935,0.788362729399217,0.231825136458301,3.40067837958988,0.000672188633355943,0.00665530881330881
"Solyc01g005760.3",2022.51229642508,-1.10836116587499,0.369449902090915,-3.00003101801402,0.0026995211417794,0.0205980268633252
"Solyc01g005780.1",181.149635663465,1.22571225157881,0.429500823145047,2.85380652498742,0.00431988310933815,0.0299519225958311
"Solyc01g005830.4",446.370954414551,-0.914675018930312,0.213891853798539,-4.27634340759807,1.89988083965031e-05,0.000321196301455853
"Solyc01g005870.3",2679.18872571623,1.64113537059616,0.30148532475063,5.44350001763305,5.22437285128092e-08,1.73286960692715e-06
"Solyc01g005880.1",140.964868780331,2.47103223580072,0.590457973806109,4.18494176625709,2.85239215497122e-05,0.000454713458969515
"Solyc01g005900.2",64.588188127084,1.05638659245903,0.190944989261291,5.53241327015635,3.15854631388458e-08,1.10129666035477e-06
"Solyc01g005920.3",92.880765842644,0.83290404726533,0.306026903883826,2.72166935878787,0.00649530936243629,0.0415699799195923
"Solyc01g005930.3",1048.81836328545,0.848832718028813,0.28143041463581,3.01613711200071,0.00256017462531703,0.0197338709749556
"Solyc01g005960.3",1525.95071032025,0.313112071706456,0.11141183556511,2.81040223525867,0.00494796188161752,0.0334551614409584
"Solyc01g005980.4",396.577147094426,-0.787000019639334,0.285902818708104,-2.75268366781243,0.00591089798853095,0.0385083076131738
"Solyc01g006000.3",320.230880097579,-0.577422901542316,0.14409176841684,-4.00732746836654,6.1409690917067e-05,0.000878110226026722
"Solyc01g006050.2",3.05279425049802,4.00534359127816,1.46850211260954,2.72750277775266,0.00638157203051486,0.0409744306685268
"Solyc01g006110.3",1349.62201947787,0.287125774243772,0.106059168430613,2.70722256729381,0.0067848753506164,0.0429314760861303
"Solyc01g006120.4",4500.83753306261,0.287717516128086,0.100942800493777,2.85030249528123,0.0043677667427014,0.0301591802461815
"Solyc01g006180.4",137.314626654668,1.0855885095044,0.244200556917392,4.44547925364329,8.76961441297004e-06,0.000164040718701668
"Solyc01g006230.3",1537.79523078956,0.458881588233811,0.118696279527633,3.86601492532024,0.00011062817067166,0.00144757119990343
